model_execution_id,unique_id,invocation_id,generated_at,created_at,name,message,status,resource_type,execution_time,execute_started_at,execute_completed_at,compile_started_at,compile_completed_at,rows_affected,full_refresh,compiled_code,failures,query_id,thread_id,materialization,adapter_response
e417d8bd-5b71-4f60-953b-bd73018403d5.model.view_selection_tool.fct_all_models_plus_code,model.view_selection_tool.fct_all_models_plus_code,e417d8bd-5b71-4f60-953b-bd73018403d5,2024-02-16 10:19:07,2024-02-16 10:19:07.788337,fct_all_models_plus_code,SELECT 11,success,model,0.2830016613006592,2024-02-16T10:19:04.174850Z,2024-02-16T10:19:04.380852Z,2024-02-16T10:19:04.127848Z,2024-02-16T10:19:04.155847Z,11,false,"WITH

including_other_cols AS (

    SELECT * FROM ""postgres"".""transformed_view_selection_tool"".""int_join_with_run_results""

),

most_recent_compiled_code_per_model AS (

    SELECT
        model_id,
        MAX(compile_completed_at) as latest_compiled_at

    FROM including_other_cols

    GROUP BY model_id

),

only_model_ids_plus_most_recent_code AS (

    SELECT
        i.model_id,
        i.compiled_code

    FROM including_other_cols i
    JOIN most_recent_compiled_code_per_model m ON i.model_id = m.model_id
    AND i.compile_completed_at = m.latest_compiled_at

)

    SELECT * FROM only_model_ids_plus_most_recent_code",,,Thread-4 (worker),table,"{""_message"": ""SELECT 11"", ""code"": ""SELECT"", ""rows_affected"": 11}"
e417d8bd-5b71-4f60-953b-bd73018403d5.model.view_selection_tool.int_include_monitoring_id,model.view_selection_tool.int_include_monitoring_id,e417d8bd-5b71-4f60-953b-bd73018403d5,2024-02-16 10:19:07,2024-02-16 10:19:07.788337,int_include_monitoring_id,CREATE VIEW,success,model,0.12400531768798828,2024-02-16T10:19:04.381848Z,2024-02-16T10:19:04.472849Z,2024-02-16T10:19:04.362849Z,2024-02-16T10:19:04.372849Z,-1,false,"WITH

without_monitoring_id AS (

    SELECT * FROM ""postgres"".""transformed_view_selection_tool"".""int_only_materialized_models""

),

including_monitoring_id AS (

    SELECT
        model_id,
        invocation_id,
        invocation_id || '.' || '""' || database_name || '"".""' || schema_name || '"".""' || alias || '""'
        AS monitoring_id,
        rows_affected,
        materialization

    FROM without_monitoring_id
)

    SELECT * FROM including_monitoring_id",,,Thread-6 (worker),view,"{""_message"": ""CREATE VIEW"", ""code"": ""CREATE VIEW"", ""rows_affected"": -1}"
e417d8bd-5b71-4f60-953b-bd73018403d5.model.view_selection_tool.int_maintenance_fractions,model.view_selection_tool.int_maintenance_fractions,e417d8bd-5b71-4f60-953b-bd73018403d5,2024-02-16 10:19:07,2024-02-16 10:19:07.788337,int_maintenance_fractions,CREATE VIEW,success,model,0.10500502586364746,2024-02-16T10:19:04.498852Z,2024-02-16T10:19:04.586850Z,2024-02-16T10:19:04.488849Z,2024-02-16T10:19:04.495848Z,-1,false,"WITH

rows_affected_per_run AS (

    SELECT * FROM ""postgres"".""transformed_view_selection_tool"".""int_include_monitoring_id""

),

row_counts_per_model AS (

    SELECT * FROM ""postgres"".""transformed_view_selection_tool"".""stg_data_monitoring_metrics""

),

maintenenace_fractions AS (

    SELECT
        row_affected.model_id,
        row_affected.invocation_id,
        row_affected.rows_affected,
        row_affected.materialization,
        row_counts.row_count,
        CASE
            WHEN row_counts.row_count = 0 THEN NULL
            ELSE row_affected.rows_affected / row_counts.row_count
        END as maintenance_fraction

    FROM rows_affected_per_run row_affected
    JOIN row_counts_per_model row_counts
    ON row_affected.monitoring_id = row_counts.monitoring_id

)

    SELECT * FROM maintenenace_fractions",,,Thread-1 (worker),view,"{""_message"": ""CREATE VIEW"", ""code"": ""CREATE VIEW"", ""rows_affected"": -1}"
e417d8bd-5b71-4f60-953b-bd73018403d5.model.view_selection_tool.fct_avg_maintenance_fractions,model.view_selection_tool.fct_avg_maintenance_fractions,e417d8bd-5b71-4f60-953b-bd73018403d5,2024-02-16 10:19:07,2024-02-16 10:19:07.788337,fct_avg_maintenance_fractions,SELECT 3,success,model,0.15299630165100098,2024-02-16T10:19:04.616849Z,2024-02-16T10:19:04.749850Z,2024-02-16T10:19:04.603848Z,2024-02-16T10:19:04.612848Z,3,false,"WITH

all_maintenance_fractions AS (

    SELECT * FROM ""postgres"".""transformed_view_selection_tool"".""int_maintenance_fractions""

),

average_maintenance_fractions AS (

    SELECT
        model_id,
        avg(rows_affected) AS avg_rows_affected,
        avg(row_count) AS avg_row_count,
        avg(maintenance_fraction) AS avg_maintenance_fraction

    FROM all_maintenance_fractions

    GROUP BY model_id

)

SELECT * FROM average_maintenance_fractions",,,Thread-5 (worker),table,"{""_message"": ""SELECT 3"", ""code"": ""SELECT"", ""rows_affected"": 3}"
06a26733-5b4b-41e8-a894-1e90efdba7fc.model.view_selection_tool.stg_dbt_invocations,model.view_selection_tool.stg_dbt_invocations,06a26733-5b4b-41e8-a894-1e90efdba7fc,2024-02-16 10:20:55,2024-02-16 10:20:56.067895,stg_dbt_invocations,"Database Error in model stg_dbt_invocations (models\staging\stg_dbt_invocations.sql)
  relation ""elementary_src.dbt_invocations"" does not exist
  LINE 11:     SELECT * FROM ""postgres"".""elementary_src"".""dbt_invocatio...
                             ^
  compiled Code at target\run\view_selection_tool\models\staging\stg_dbt_invocations.sql",error,model,0.2669961452484131,2024-02-16T10:20:51.742448Z,2024-02-16T10:20:51.904455Z,2024-02-16T10:20:51.703451Z,2024-02-16T10:20:51.734449Z,,false,"WITH

original AS (

    SELECT * FROM ""postgres"".""elementary_src"".""dbt_invocations""

),

useful_cols_only AS (

    SELECT
        invocation_id,
        selected

    FROM original

)

SELECT * FROM useful_cols_only",,,Thread-2 (worker),view,{}
06a26733-5b4b-41e8-a894-1e90efdba7fc.model.view_selection_tool.stg_dbt_models,model.view_selection_tool.stg_dbt_models,06a26733-5b4b-41e8-a894-1e90efdba7fc,2024-02-16 10:20:55,2024-02-16 10:20:56.067895,stg_dbt_models,"Database Error in model stg_dbt_models (models\staging\stg_dbt_models.sql)
  relation ""elementary_src.dbt_models"" does not exist
  LINE 11:     SELECT * FROM ""postgres"".""elementary_src"".""dbt_models""
                             ^
  compiled Code at target\run\view_selection_tool\models\staging\stg_dbt_models.sql",error,model,0.26599979400634766,2024-02-16T10:20:51.813453Z,2024-02-16T10:20:51.929449Z,2024-02-16T10:20:51.721451Z,2024-02-16T10:20:51.737449Z,,false,"WITH

original AS (

    SELECT * FROM ""postgres"".""elementary_src"".""dbt_models""

),

useful_cols_only AS (

    SELECT
        unique_id as model_id,
        alias,
        database_name,
        schema_name,
        package_name,
        depends_on_nodes

    FROM original

)

SELECT * FROM useful_cols_only",,,Thread-3 (worker),view,{}
06a26733-5b4b-41e8-a894-1e90efdba7fc.model.view_selection_tool.stg_dbt_run_results,model.view_selection_tool.stg_dbt_run_results,06a26733-5b4b-41e8-a894-1e90efdba7fc,2024-02-16 10:20:55,2024-02-16 10:20:56.067895,stg_dbt_run_results,"Database Error in model stg_dbt_run_results (models\staging\stg_dbt_run_results.sql)
  relation ""elementary_src.dbt_run_results"" does not exist
  LINE 11:     SELECT * FROM ""postgres"".""elementary_src"".""dbt_run_resul...
                             ^
  compiled Code at target\run\view_selection_tool\models\staging\stg_dbt_run_results.sql",error,model,0.26499509811401367,2024-02-16T10:20:51.823452Z,2024-02-16T10:20:51.925449Z,2024-02-16T10:20:51.727447Z,2024-02-16T10:20:51.739450Z,,false,"WITH

original AS (

    SELECT * FROM ""postgres"".""elementary_src"".""dbt_run_results""

),

useful_cols_only AS (

    SELECT
        unique_id as model_id,
        invocation_id,
        rows_affected,
        materialization,
        compiled_code,
        compile_completed_at

    FROM original
    WHERE compiled_code IS NOT NULL

)

SELECT * FROM useful_cols_only",,,Thread-4 (worker),view,{}
06a26733-5b4b-41e8-a894-1e90efdba7fc.model.view_selection_tool.stg_data_monitoring_metrics,model.view_selection_tool.stg_data_monitoring_metrics,06a26733-5b4b-41e8-a894-1e90efdba7fc,2024-02-16 10:20:55,2024-02-16 10:20:56.067895,stg_data_monitoring_metrics,"Database Error in model stg_data_monitoring_metrics (models\staging\stg_data_monitoring_metrics.sql)
  relation ""elementary_src.data_monitoring_metrics"" does not exist
  LINE 11:     SELECT * FROM ""postgres"".""elementary_src"".""data_monitori...
                             ^
  compiled Code at target\run\view_selection_tool\models\staging\stg_data_monitoring_metrics.sql",error,model,0.2720000743865967,2024-02-16T10:20:51.803449Z,2024-02-16T10:20:51.909450Z,2024-02-16T10:20:51.714451Z,2024-02-16T10:20:51.736451Z,,false,"WITH

original AS (

    SELECT * FROM ""postgres"".""elementary_src"".""data_monitoring_metrics""

),

id_and_row_count AS (

    SELECT
        id AS monitoring_id,
        metric_value AS row_count

    FROM original
    WHERE metric_name='row_count'

)

SELECT * FROM id_and_row_count",,,Thread-1 (worker),view,{}
06a26733-5b4b-41e8-a894-1e90efdba7fc.model.view_selection_tool.int_keep_models_relevant_package,model.view_selection_tool.int_keep_models_relevant_package,06a26733-5b4b-41e8-a894-1e90efdba7fc,2024-02-16 10:20:55,2024-02-16 10:20:56.067895,int_keep_models_relevant_package,,skipped,model,0,,,,,,false,,,,Thread-6 (worker),view,{}
06a26733-5b4b-41e8-a894-1e90efdba7fc.model.view_selection_tool.fct_destination_nodes,model.view_selection_tool.fct_destination_nodes,06a26733-5b4b-41e8-a894-1e90efdba7fc,2024-02-16 10:20:55,2024-02-16 10:20:56.067895,fct_destination_nodes,,skipped,model,0,,,,,,false,,,,Thread-8 (worker),table,{}
06a26733-5b4b-41e8-a894-1e90efdba7fc.model.view_selection_tool.fct_model_dependencies,model.view_selection_tool.fct_model_dependencies,06a26733-5b4b-41e8-a894-1e90efdba7fc,2024-02-16 10:20:55,2024-02-16 10:20:56.067895,fct_model_dependencies,,skipped,model,0,,,,,,false,,,,Thread-5 (worker),table,{}
06a26733-5b4b-41e8-a894-1e90efdba7fc.model.view_selection_tool.int_join_with_run_results,model.view_selection_tool.int_join_with_run_results,06a26733-5b4b-41e8-a894-1e90efdba7fc,2024-02-16 10:20:55,2024-02-16 10:20:56.067895,int_join_with_run_results,,skipped,model,0,,,,,,false,,,,Thread-2 (worker),view,{}
06a26733-5b4b-41e8-a894-1e90efdba7fc.model.view_selection_tool.fct_all_models_plus_code,model.view_selection_tool.fct_all_models_plus_code,06a26733-5b4b-41e8-a894-1e90efdba7fc,2024-02-16 10:20:55,2024-02-16 10:20:56.067895,fct_all_models_plus_code,,skipped,model,0,,,,,,false,,,,Thread-7 (worker),table,{}
06a26733-5b4b-41e8-a894-1e90efdba7fc.model.view_selection_tool.int_only_materialized_models,model.view_selection_tool.int_only_materialized_models,06a26733-5b4b-41e8-a894-1e90efdba7fc,2024-02-16 10:20:55,2024-02-16 10:20:56.067895,int_only_materialized_models,,skipped,model,0,,,,,,false,,,,Thread-4 (worker),view,{}
06a26733-5b4b-41e8-a894-1e90efdba7fc.model.view_selection_tool.int_include_monitoring_id,model.view_selection_tool.int_include_monitoring_id,06a26733-5b4b-41e8-a894-1e90efdba7fc,2024-02-16 10:20:55,2024-02-16 10:20:56.067895,int_include_monitoring_id,,skipped,model,0,,,,,,false,,,,Thread-6 (worker),view,{}
06a26733-5b4b-41e8-a894-1e90efdba7fc.model.view_selection_tool.int_maintenance_fractions,model.view_selection_tool.int_maintenance_fractions,06a26733-5b4b-41e8-a894-1e90efdba7fc,2024-02-16 10:20:55,2024-02-16 10:20:56.067895,int_maintenance_fractions,,skipped,model,0,,,,,,false,,,,Thread-8 (worker),view,{}
06a26733-5b4b-41e8-a894-1e90efdba7fc.model.view_selection_tool.fct_avg_maintenance_fractions,model.view_selection_tool.fct_avg_maintenance_fractions,06a26733-5b4b-41e8-a894-1e90efdba7fc,2024-02-16 10:20:55,2024-02-16 10:20:56.067895,fct_avg_maintenance_fractions,,skipped,model,0,,,,,,false,,,,Thread-2 (worker),table,{}
38cb601f-a8bd-469f-8c2f-a4c780875972.model.view_selection_tool.stg_dbt_invocations,model.view_selection_tool.stg_dbt_invocations,38cb601f-a8bd-469f-8c2f-a4c780875972,2024-02-16 10:21:26,2024-02-16 10:21:27.677093,stg_dbt_invocations,CREATE VIEW,success,model,0.47815632820129395,2024-02-16T10:21:20.633204Z,2024-02-16T10:21:20.988848Z,2024-02-16T10:21:20.544698Z,2024-02-16T10:21:20.566208Z,-1,false,"WITH

original AS (

    SELECT * FROM ""postgres"".""transformed_elementary"".""dbt_invocations""

),

useful_cols_only AS (

    SELECT
        invocation_id,
        selected

    FROM original

)

SELECT * FROM useful_cols_only",,,Thread-2 (worker),view,"{""_message"": ""CREATE VIEW"", ""code"": ""CREATE VIEW"", ""rows_affected"": -1}"
38cb601f-a8bd-469f-8c2f-a4c780875972.model.view_selection_tool.stg_data_monitoring_metrics,model.view_selection_tool.stg_data_monitoring_metrics,38cb601f-a8bd-469f-8c2f-a4c780875972,2024-02-16 10:21:26,2024-02-16 10:21:27.677093,stg_data_monitoring_metrics,CREATE VIEW,success,model,0.48615217208862305,2024-02-16T10:21:20.573205Z,2024-02-16T10:21:20.993846Z,2024-02-16T10:21:20.536695Z,2024-02-16T10:21:20.564207Z,-1,false,"WITH

original AS (

    SELECT * FROM ""postgres"".""transformed_elementary"".""data_monitoring_metrics""

),

id_and_row_count AS (

    SELECT
        id AS monitoring_id,
        metric_value AS row_count

    FROM original
    WHERE metric_name='row_count'

)

SELECT * FROM id_and_row_count",,,Thread-1 (worker),view,"{""_message"": ""CREATE VIEW"", ""code"": ""CREATE VIEW"", ""rows_affected"": -1}"
38cb601f-a8bd-469f-8c2f-a4c780875972.model.view_selection_tool.stg_dbt_run_results,model.view_selection_tool.stg_dbt_run_results,38cb601f-a8bd-469f-8c2f-a4c780875972,2024-02-16 10:21:26,2024-02-16 10:21:27.677093,stg_dbt_run_results,CREATE VIEW,success,model,0.5147459506988525,2024-02-16T10:21:20.654205Z,2024-02-16T10:21:21.027432Z,2024-02-16T10:21:20.558208Z,2024-02-16T10:21:20.570207Z,-1,false,"WITH

original AS (

    SELECT * FROM ""postgres"".""transformed_elementary"".""dbt_run_results""

),

useful_cols_only AS (

    SELECT
        unique_id as model_id,
        invocation_id,
        rows_affected,
        materialization,
        compiled_code,
        compile_completed_at

    FROM original
    WHERE compiled_code IS NOT NULL

)

SELECT * FROM useful_cols_only",,,Thread-4 (worker),view,"{""_message"": ""CREATE VIEW"", ""code"": ""CREATE VIEW"", ""rows_affected"": -1}"
38cb601f-a8bd-469f-8c2f-a4c780875972.model.view_selection_tool.int_keep_models_relevant_package,model.view_selection_tool.int_keep_models_relevant_package,38cb601f-a8bd-469f-8c2f-a4c780875972,2024-02-16 10:21:26,2024-02-16 10:21:27.677093,int_keep_models_relevant_package,CREATE VIEW,success,model,0.1690046787261963,2024-02-16T10:21:21.090430Z,2024-02-16T10:21:21.230430Z,2024-02-16T10:21:21.070432Z,2024-02-16T10:21:21.085432Z,-1,false,"WITH

all_packages AS (

    SELECT * FROM ""postgres"".""transformed_view_selection_tool"".""stg_dbt_models""

),

relevant_package_only AS (

    SELECT
        model_id,
        alias,
        database_name,
        schema_name,
        depends_on_nodes


    FROM all_packages

    WHERE package_name = 'dbt_chatGPT_suggestion'

)

    SELECT * FROM relevant_package_only",,,Thread-6 (worker),view,"{""_message"": ""CREATE VIEW"", ""code"": ""CREATE VIEW"", ""rows_affected"": -1}"
38cb601f-a8bd-469f-8c2f-a4c780875972.model.view_selection_tool.int_join_with_run_results,model.view_selection_tool.int_join_with_run_results,38cb601f-a8bd-469f-8c2f-a4c780875972,2024-02-16 10:21:26,2024-02-16 10:21:27.677093,int_join_with_run_results,CREATE VIEW,success,model,0.46155428886413574,2024-02-16T10:21:21.459431Z,2024-02-16T10:21:21.703983Z,2024-02-16T10:21:21.304434Z,2024-02-16T10:21:21.327433Z,-1,false,"WITH


relevant_package_only AS (

    SELECT * FROM ""postgres"".""transformed_view_selection_tool"".""int_keep_models_relevant_package""

),


dbt_run_results AS (

    SELECT * FROM ""postgres"".""transformed_view_selection_tool"".""stg_dbt_run_results""

),

joined AS (

    SELECT
        p.model_id,
        p.alias,
        p.database_name,
        p.schema_name,
        r.invocation_id,
        r.rows_affected,
        r.materialization,
        r.compiled_code,
        r.compile_completed_at

    FROM relevant_package_only p
    JOIN dbt_run_results r
    ON p.model_id = r.model_id

)

    SELECT * FROM joined",,,Thread-2 (worker),view,"{""_message"": ""CREATE VIEW"", ""code"": ""CREATE VIEW"", ""rows_affected"": -1}"
38cb601f-a8bd-469f-8c2f-a4c780875972.model.view_selection_tool.fct_destination_nodes,model.view_selection_tool.fct_destination_nodes,38cb601f-a8bd-469f-8c2f-a4c780875972,2024-02-16 10:21:26,2024-02-16 10:21:27.677093,fct_destination_nodes,SELECT 1,success,model,0.7190845012664795,2024-02-16T10:21:21.332431Z,2024-02-16T10:21:21.938512Z,2024-02-16T10:21:21.277433Z,2024-02-16T10:21:21.319434Z,1,false,"WITH

all_models AS (

    SELECT * FROM ""postgres"".""transformed_view_selection_tool"".""int_keep_models_relevant_package""

),

referenced_models AS (

    SELECT
        JSONB_ARRAY_ELEMENTS_TEXT(depends_on_nodes::JSONB) AS referenced_model_id

    FROM all_models

),

unique_referenced_models AS (

    SELECT DISTINCT
        referenced_model_id

    FROM referenced_models

),

destination_models AS (

    SELECT
        model_id

    FROM all_models

    WHERE model_id NOT IN
          (SELECT referenced_model_id FROM unique_referenced_models)

)

    SELECT * FROM destination_models",,,Thread-8 (worker),table,"{""_message"": ""SELECT 1"", ""code"": ""SELECT"", ""rows_affected"": 1}"
38cb601f-a8bd-469f-8c2f-a4c780875972.model.view_selection_tool.fct_model_dependencies,model.view_selection_tool.fct_model_dependencies,38cb601f-a8bd-469f-8c2f-a4c780875972,2024-02-16 10:21:26,2024-02-16 10:21:27.677093,fct_model_dependencies,SELECT 11,success,model,0.7180821895599365,2024-02-16T10:21:21.408433Z,2024-02-16T10:21:21.944513Z,2024-02-16T10:21:21.292434Z,2024-02-16T10:21:21.322433Z,11,false,"WITH

including_irrelevant_cols AS (

    SELECT * FROM ""postgres"".""transformed_view_selection_tool"".""int_keep_models_relevant_package""

),

model_dependencies AS (

    SELECT
        model_id,
        depends_on_nodes,
        '""' || database_name || '"".""' || schema_name || '"".""' || alias || '""'
        AS compiled_code_reference

    FROM including_irrelevant_cols

)

    SELECT * FROM model_dependencies",,,Thread-5 (worker),table,"{""_message"": ""SELECT 11"", ""code"": ""SELECT"", ""rows_affected"": 11}"
38cb601f-a8bd-469f-8c2f-a4c780875972.model.view_selection_tool.int_only_materialized_models,model.view_selection_tool.int_only_materialized_models,38cb601f-a8bd-469f-8c2f-a4c780875972,2024-02-16 10:21:26,2024-02-16 10:21:27.677093,int_only_materialized_models,CREATE VIEW,success,model,0.3408985137939453,2024-02-16T10:21:21.984521Z,2024-02-16T10:21:22.176408Z,2024-02-16T10:21:21.866513Z,2024-02-16T10:21:21.948513Z,-1,false,"WITH


all_materializations AS (

    SELECT * FROM ""postgres"".""transformed_view_selection_tool"".""int_join_with_run_results""

),

relevant_models_only AS (

    SELECT
        model_id,
        alias,
        database_name,
        schema_name,
        invocation_id,
        rows_affected,
        materialization

    FROM all_materializations

    WHERE materialization IN ('table', 'incremental', 'materialized_view')

)

    SELECT * FROM relevant_models_only",,,Thread-7 (worker),view,"{""_message"": ""CREATE VIEW"", ""code"": ""CREATE VIEW"", ""rows_affected"": -1}"
38cb601f-a8bd-469f-8c2f-a4c780875972.model.view_selection_tool.fct_all_models_plus_code,model.view_selection_tool.fct_all_models_plus_code,38cb601f-a8bd-469f-8c2f-a4c780875972,2024-02-16 10:21:26,2024-02-16 10:21:27.677093,fct_all_models_plus_code,SELECT 11,success,model,0.5069034099578857,2024-02-16T10:21:21.953512Z,2024-02-16T10:21:22.269404Z,2024-02-16T10:21:21.851515Z,2024-02-16T10:21:21.900517Z,11,false,"WITH

including_other_cols AS (

    SELECT * FROM ""postgres"".""transformed_view_selection_tool"".""int_join_with_run_results""

),

most_recent_compiled_code_per_model AS (

    SELECT
        model_id,
        MAX(compile_completed_at) as latest_compiled_at

    FROM including_other_cols

    GROUP BY model_id

),

only_model_ids_plus_most_recent_code AS (

    SELECT
        i.model_id,
        i.compiled_code

    FROM including_other_cols i
    JOIN most_recent_compiled_code_per_model m ON i.model_id = m.model_id
    AND i.compile_completed_at = m.latest_compiled_at

)

    SELECT * FROM only_model_ids_plus_most_recent_code",,,Thread-3 (worker),table,"{""_message"": ""SELECT 11"", ""code"": ""SELECT"", ""rows_affected"": 11}"
38cb601f-a8bd-469f-8c2f-a4c780875972.model.view_selection_tool.int_include_monitoring_id,model.view_selection_tool.int_include_monitoring_id,38cb601f-a8bd-469f-8c2f-a4c780875972,2024-02-16 10:21:26,2024-02-16 10:21:27.677093,int_include_monitoring_id,CREATE VIEW,success,model,0.20410728454589844,2024-02-16T10:21:22.249404Z,2024-02-16T10:21:22.413500Z,2024-02-16T10:21:22.218404Z,2024-02-16T10:21:22.242409Z,-1,false,"WITH

without_monitoring_id AS (

    SELECT * FROM ""postgres"".""transformed_view_selection_tool"".""int_only_materialized_models""

),

including_monitoring_id AS (

    SELECT
        model_id,
        invocation_id,
        invocation_id || '.' || '""' || database_name || '"".""' || schema_name || '"".""' || alias || '""'
        AS monitoring_id,
        rows_affected,
        materialization

    FROM without_monitoring_id
)

    SELECT * FROM including_monitoring_id",,,Thread-6 (worker),view,"{""_message"": ""CREATE VIEW"", ""code"": ""CREATE VIEW"", ""rows_affected"": -1}"
38cb601f-a8bd-469f-8c2f-a4c780875972.model.view_selection_tool.int_maintenance_fractions,model.view_selection_tool.int_maintenance_fractions,38cb601f-a8bd-469f-8c2f-a4c780875972,2024-02-16 10:21:26,2024-02-16 10:21:27.677093,int_maintenance_fractions,CREATE VIEW,success,model,0.16500115394592285,2024-02-16T10:21:22.460503Z,2024-02-16T10:21:22.595499Z,2024-02-16T10:21:22.440500Z,2024-02-16T10:21:22.455501Z,-1,false,"WITH

rows_affected_per_run AS (

    SELECT * FROM ""postgres"".""transformed_view_selection_tool"".""int_include_monitoring_id""

),

row_counts_per_model AS (

    SELECT * FROM ""postgres"".""transformed_view_selection_tool"".""stg_data_monitoring_metrics""

),

maintenenace_fractions AS (

    SELECT
        row_affected.model_id,
        row_affected.invocation_id,
        row_affected.rows_affected,
        row_affected.materialization,
        row_counts.row_count,
        CASE
            WHEN row_counts.row_count = 0 THEN NULL
            ELSE row_affected.rows_affected / row_counts.row_count
        END as maintenance_fraction

    FROM rows_affected_per_run row_affected
    JOIN row_counts_per_model row_counts
    ON row_affected.monitoring_id = row_counts.monitoring_id

)

    SELECT * FROM maintenenace_fractions",,,Thread-2 (worker),view,"{""_message"": ""CREATE VIEW"", ""code"": ""CREATE VIEW"", ""rows_affected"": -1}"
38cb601f-a8bd-469f-8c2f-a4c780875972.model.view_selection_tool.fct_avg_maintenance_fractions,model.view_selection_tool.fct_avg_maintenance_fractions,38cb601f-a8bd-469f-8c2f-a4c780875972,2024-02-16 10:21:26,2024-02-16 10:21:27.677093,fct_avg_maintenance_fractions,SELECT 3,success,model,0.23100972175598145,2024-02-16T10:21:22.635501Z,2024-02-16T10:21:22.838503Z,2024-02-16T10:21:22.618502Z,2024-02-16T10:21:22.632498Z,3,false,"WITH

all_maintenance_fractions AS (

    SELECT * FROM ""postgres"".""transformed_view_selection_tool"".""int_maintenance_fractions""

),

average_maintenance_fractions AS (

    SELECT
        model_id,
        avg(rows_affected) AS avg_rows_affected,
        avg(row_count) AS avg_row_count,
        avg(maintenance_fraction) AS avg_maintenance_fraction

    FROM all_maintenance_fractions

    GROUP BY model_id

)

SELECT * FROM average_maintenance_fractions",,,Thread-8 (worker),table,"{""_message"": ""SELECT 3"", ""code"": ""SELECT"", ""rows_affected"": 3}"
02911711-085a-4aa8-b7f8-e2f2f36cb1be.model.dbt_chatGPT_suggestion.stg_transactions_2,model.dbt_chatGPT_suggestion.stg_transactions_2,02911711-085a-4aa8-b7f8-e2f2f36cb1be,2024-02-20 09:07:21,2024-02-20 09:07:21.922039,stg_transactions_2,CREATE VIEW,success,model,0.7551138401031494,2024-02-20T09:06:59.597324Z,2024-02-20T09:07:00.133541Z,2024-02-20T09:06:59.450424Z,2024-02-20T09:06:59.515414Z,-1,false,"WITH

source AS (

    SELECT * FROM ""postgres"".""public"".""transactions_2""
    LIMIT 100

),

renamed AS (

    SELECT
        id AS transaction_id,
        amount,
        account_id

    FROM source

)

SELECT * FROM renamed",,,Thread-4 (worker),view,"{""_message"": ""CREATE VIEW"", ""code"": ""CREATE VIEW"", ""rows_affected"": -1}"
02911711-085a-4aa8-b7f8-e2f2f36cb1be.model.dbt_chatGPT_suggestion.stg_groups,model.dbt_chatGPT_suggestion.stg_groups,02911711-085a-4aa8-b7f8-e2f2f36cb1be,2024-02-20 09:07:21,2024-02-20 09:07:21.922039,stg_groups,CREATE VIEW,success,model,0.7671113014221191,2024-02-20T09:06:59.582359Z,2024-02-20T09:07:00.138527Z,2024-02-20T09:06:59.438414Z,2024-02-20T09:06:59.513415Z,-1,false,"WITH

source AS (

    SELECT * FROM ""postgres"".""public"".""groups""
    LIMIT 10

),

renamed AS (

    SELECT
        id AS group_id,
        group_description

    FROM source

)

SELECT * FROM renamed",,,Thread-2 (worker),view,"{""_message"": ""CREATE VIEW"", ""code"": ""CREATE VIEW"", ""rows_affected"": -1}"
02911711-085a-4aa8-b7f8-e2f2f36cb1be.model.dbt_chatGPT_suggestion.stg_transactions_3,model.dbt_chatGPT_suggestion.stg_transactions_3,02911711-085a-4aa8-b7f8-e2f2f36cb1be,2024-02-20 09:07:21,2024-02-20 09:07:21.922039,stg_transactions_3,CREATE VIEW,success,model,0.7661087512969971,2024-02-20T09:06:59.605325Z,2024-02-20T09:07:00.142524Z,2024-02-20T09:06:59.457412Z,2024-02-20T09:06:59.518412Z,-1,false,"WITH

source AS (

    SELECT * FROM ""postgres"".""public"".""transactions_3""
    LIMIT 100

),

renamed AS (

    SELECT
        id AS transaction_id,
        amount,
        account_id

    FROM source

)

SELECT * FROM renamed",,,Thread-5 (worker),view,"{""_message"": ""CREATE VIEW"", ""code"": ""CREATE VIEW"", ""rows_affected"": -1}"
02911711-085a-4aa8-b7f8-e2f2f36cb1be.model.dbt_chatGPT_suggestion.stg_transactions_4,model.dbt_chatGPT_suggestion.stg_transactions_4,02911711-085a-4aa8-b7f8-e2f2f36cb1be,2024-02-20 09:07:21,2024-02-20 09:07:21.922039,stg_transactions_4,CREATE VIEW,success,model,0.7971103191375732,2024-02-20T09:06:59.640323Z,2024-02-20T09:07:00.147522Z,2024-02-20T09:06:59.462411Z,2024-02-20T09:06:59.520413Z,-1,false,"WITH

source AS (

    SELECT * FROM ""postgres"".""public"".""transactions_4""
    LIMIT 100

),

renamed AS (

    SELECT
        id AS transaction_id,
        amount,
        account_id

    FROM source

)

SELECT * FROM renamed",,,Thread-6 (worker),view,"{""_message"": ""CREATE VIEW"", ""code"": ""CREATE VIEW"", ""rows_affected"": -1}"
02911711-085a-4aa8-b7f8-e2f2f36cb1be.model.dbt_chatGPT_suggestion.stg_accounts,model.dbt_chatGPT_suggestion.stg_accounts,02911711-085a-4aa8-b7f8-e2f2f36cb1be,2024-02-20 09:07:21,2024-02-20 09:07:21.922039,stg_accounts,CREATE VIEW,success,model,0.8091142177581787,2024-02-20T09:06:59.528414Z,2024-02-20T09:07:00.149523Z,2024-02-20T09:06:59.430414Z,2024-02-20T09:06:59.511411Z,-1,false,"WITH

source AS (

    SELECT * FROM ""postgres"".""public"".""accounts""
    LIMIT 20

),

renamed AS (

    SELECT
        id AS account_id,
        description AS account_description,
        group_id

    FROM source

)

SELECT * FROM renamed",,,Thread-1 (worker),view,"{""_message"": ""CREATE VIEW"", ""code"": ""CREATE VIEW"", ""rows_affected"": -1}"
